1070 1236 1067 1236 1860 1132 1106 1132 1860 1132 1106 1339 1560 1668 1273 1454 1273 1668 1860 1132 1860 1132 1860 1132 1106 1339 1273 2053 1273 769 2686 769 263 768 263 685 903 685 460 539
1214 2004 1214 1994 1819 2048 1846 2049 1252 853 1916 1572 1916 853 2050 2006 1258 2006 1422 1916 1572 1916 853 1916 1422 1655 1422 2006 2109 2006 1258 2006 2050 2112 2006 2110 2006 1258 1706 1258
3159 3156 3159 460 263 566 771 342 771 295 634 3 634 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 304 634 749 634 503 634 304 634 819 634 819 634
1970 1971 1400 1970 1398 2019 1398 2019 1398 1971 1400 1971 1398 2019 1398 2019 1400 1971 1970 1398 1971 1398 2019 1400 2019 1400 1971 1400 2019 1398 1971 1970 1399 1970 1399 1970 1398 1970 1398 2019
299 648 2865 648 299 468 299 648 299 648 2865 648 2865 648 2865 2181 1012 2031 1238 2031 1238 2031 1238 2031 1349 2031 1238 2031 1349 1290 1349 2124 1349 2124 1349 2031 946 706 772 804
155 390 906 699 54 67 105 67 105 999 105 999 748 1000 1000 554 1000 956 633 956 54 275 987 28 153 28 390 153 28 999 522 54 956 275 956 522 469 422 28 105
2295 3161 2832 2295 3161 2832 3160 2832 3160 2832 2323 2832 2295 2832 2286 2832 3200 2335 3200 2832 3160 2832 3200 2832 2323 2832 2295 3161 2295 3161 2295 2832 2323 2832 2323 2832 2323 2832 3161 2832
1275 1924 1911 1248 1911 1924 1275 1622 1275 1622 1275 1924 1275 1924 1404 1174 1769 1038 1174 1200 1174 1090 1107 1038 1174 1769 1038 1174 1038 1404 1107 1776 1174 1404 1776 1174 1425 1107 1425 1107
1841 1202 1183 1202 1841 1202 1841 1202 1183 1837 1755 1836 1835 1755 1837 1838 1834 1838 1834 1838 1837 1834 1838 1834 1837 1834 1837 1834 1837 1755 1837 1183 1202 1841 1183 1837 1183 1836 1835 1836
3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308 3309 3308
2678 2382 2678 2396 2678 2396 2678 2382 2678 2396 2678 2396 2678 2382 795 1811 1900 1221 1900 1811 1064 1811 1064 1811 1064 1811 795 1794 1487 1794 1487 1031 1645 1031 1488 1031 1872 1031 1487 1794
2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504 2197 2504
1008 455 390 773 356 51 516 291 1714 2686 769 538 769 796 263 796 769 796 769 86 797 86 769 685 686 1678 2073 1678 2073 88 1281 1998 88 780 732 533 533 533 732 876
1290 1349 2124 1349 2031 1238 2031 1349 1290 1349 1290 1349 2031 1012 2031 1238 2031 946 1238 946 1238 2031 946 2031 1012 2031 1012 2031 1349 2124 1349 2124 1349 2124 1349 2031 946 1238 2031 1238
2087 2086 2087 2086 2087 2086 2087 2089 2087 2086 2087 2086 2087 2085 2087 2085 2087 2086 2087 2086 2087 2089 2087 2086 2087 2089 2087 2086 2087 2086 2087 2085 2087 2086 2087 2085 2087 2089 2087 2089
1720 1747 867 677 868 341 1560 341 868 867 677 678 867 1747 677 1984 1747 1984 678 1747 1984 678 1747 2136 1394 2136 1394 1537 1394 2136 1394 2136 1747 1135 1154 1117 1154 1117 1154 1117
382 439 680 1005 2860 2347 2860 2347 2860 1005 51 597 483 259 390 154 483 259 439 702 439 516 1004 920 1004 501 1004 901 902 338 888 372 501 291 216 684 953 684 969 1707
1242 1860 1668 1273 1668 1860 1242 2118 774 441 2447 441 645 1633 774 1633 1851 2168 1632 1801 1851 2168 441 774 880 390 445 94 445 444 373 3015 297 541 297 504 390 54 999 105
2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370 2835 2370
2894 2266 2894 3048 2290 3048 2290 3048 2290 3048 2894 2266 556 462 364 525 483 154 460 263 311 263 768 905 1969 862 732 505 732 266 685 460 2361 3255 2361 2556 3255 2556 3255 1521
1570 1473 1569 1601 1569 1601 1569 1601 1569 1473 1304 1473 1569 1601 1569 1473 1472 1585 1629 1153 1329 1438 1329 1153 1342 1438 1329 1153 1329 1153 1329 1438 1342 1153 1329 1516 1342 1516 1329 1153
2683 2684 2378 2684 2683 2684 2683 2378 2684 2683 2682 2683 2684 2378 2683 2684 2683 2684 2378 2682 2378 2683 2378 2682 2378 2683 2684 2682 2682 2682 2378 2683 2378 2682 2683 2378 2682 2378 2683 2378
1853 1918 1811 1727 1514 1979 2149 780 1991 30 1991 179 1282 646 1895 779 1006 460 3156 2183 845 685 665 32 592 1068 1209 1748 1209 1068 1718 1068 1209 1068 2115 1068 235 1226 1821 1226
1968 1972 1964 1137 1964 2121 1299 2121 1299 2121 1299 2121 1964 1203 30 2149 780 1991 1895 780 267 102 267 102 267 102 267 780 1788 30 1239 30 1788 1165 1788 780 1788 30 1788 1165
1042 1037 1309 1037 1309 1040 1078 1600 1599 1076 1040 1679 1475 1679 1040 1078 1190 1613 1047 1679 1411 1615 1037 1679 1411 1679 1040 1679 1040 1309 1037 1615 1411 1225 1411 1679 1040 1078 1076 1078
1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778 1778
234 364 482 364 777 799 701 698 904 698 574 549 616 694 698 619 390 106 275 54 28 48 422 184 1000 1000 184 1761 1526 1761 1460 1124 1460 1124 1460 1374 1062 1374 2035 1374
572 549 574 697 700 366 85 698 95 698 390 456 927 456 698 549 572 549 698 575 549 698 575 349 574 572 697 34 699 906 390 899 390 180 303 390 1000 714 699 366
1014 1744 1733 1406 1364 1731 1736 1314 1406 1314 1583 1359 1731 1071 1731 1359 1406 1314 1406 1731 1364 1406 1736 1314 1731 1680 2135 1406 1737 1657 1732 1985 1071 1985 1732 1657 1731 1680 1731 1657
3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239 3114 2239
1703 1702 1703 1702 1703 1702 1703 2049 2048 1846 2049 2175 2122 2175 1918 1917 1918 1739 1918 1917 1918 2114 1918 1853 1918 2148 2150 646 2150 646 1282 1740 1741 12 1741 12 508 655 537 655
2022 2022 1402 2022 2022 1927 1784 1928 1927 1790 2022 1402 2022 1927 1785 1756 1785 1756 1785 1927 1928 1927 1790 1915 1790 1915 1790 1915 1790 1847 1790 2022 1402 2022 1790 1847 1790 2022 2022 1927
924 891 924 222 924 891 2728 553 2791 553 1921 1419 1921 780 272 471 732 430 732 429 284 732 533 533 533 732 1 153 28 48 28 106 28 748 48 106 390 516 745 804
715 610 135 610 135 370 1337 1870 1944 1870 1945 1870 1178 1178 1870 1945 1944 1470 1955 1045 1980 2032 2050 1648 2050 1423 2050 853 3296 2592 3296 2592 3296 2592 3296 2592 3296 853 1916 853
1736 1583 1080 1731 1680 1731 1657 1584 1657 1359 1736 1731 1359 1731 1985 1734 1985 1732 1406 1380 1378 1014 1378 1014 1365 1014 1680 1194 2135 2141 2135 1680 1194 1680 1731 1737 1314 1731 1584 1406
2049 2033 1903 1624 1549 1549 978 917 149 150 1509 1639 1673 1959 1673 1959 1958 1673 1639 1673 1102 1958 1959 1673 1639 1673 1958 1673 1959 1958 1102 1958 1102 1673 1959 1673 1959 1958 1959 1673
857 863 857 345 857 863 864 863 165 863 165 863 165 863 865 863 857 345 857 345 857 775 564 975 410 975 564 975 564 775 857 863 864 863 864 863 165 863 864 863
552 952 552 637 552 637 327 917 150 1701 149 149 1701 2057 1701 324 1509 326 350 326 917 327 917 150 149 637 552 952 164 952 423 952 588 739 464 739 592 615 1509 326
1440 1439 1440 1015 1439 1478 1440 1444 1439 1440 1015 1439 1440 1439 1478 1690 1122 2742 1122 1690 1891 1439 1083 1390 1688 1390 1083 1439 1444 1440 1439 1083 1083 1083 1440 1015 2093 1083 1083 1939
2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978 2978
656 657 656 657 656 166 731 166 731 907 731 979 885 979 242 822 144 146 230 625 230 411 410 241 631 1009 691 935 995 986 495 659 570 410 316 410 975 410 570 659
3074 3175 2324 2324 3175 2324 2324 2243 3074 2507 3074 2507 3074 2507 3074 3175 2324 2324 2243 2324 3175 3074 2243 3074 3175 2324 2324 2324 2243 2324 2324 3074 2243 3074 2243 2324 2324 2324 3175 2324
2594 2325 2594 2325 2594 2325 2595 2325 2595 2594 2595 2594 2595 2594 2595 2594 2595 2325 2594 2325 2595 2594 2595 2594 2325 2594 2325 2595 2325 2595 2594 2325 2595 2594 2595 2594 2325 2594 2595 2325
1563 1564 1565 1564 1563 1564 1565 1564 1110 1564 1563 1564 1563 1564 1563 1564 1563 1564 1565 1564 1110 1564 1565 1564 1565 1564 1565 1564 1565 1564 1565 1564 1563 1564 1565 1564 1565 1564 1110 1564
1302 1125 1286 1902 1046 1902 1046 1891 1125 1250 1125 1891 1439 1015 1440 1015 1440 1083 1196 1180 1196 1180 1196 1180 1196 1083 2093 1397 3008 1397 3008 1397 3008 1397 2093 1015 2093 1397 3008 1397
1469 686 1876 686 685 266 905 2670 2668 2669 3191 266 297 504 747 516 745 251 517 673 711 437 516 364 470 51 318 481 51 356 747 481 390 219 681 248 390 212 963 2129
590 291 470 51 747 439 414 58 302 438 439 747 804 911 804 364 259 364 525 439 483 525 390 746 291 708 799 390 906 390 910 364 167 799 639 167 291 501 1007 502
2010 2010 2012 2011 2012 2011 2010 2012 1479 2012 2010 2011 2012 2010 2012 2010 2011 2010 2011 2012 1479 2012 2011 2012 2010 2012 2011 2010 2010 2011 2010 2010 2012 2011 2012 1479 1480 1086 1480 1479
2696 3144 2696 2578 2696 3144 2696 2578 2696 3144 2696 1867 1866 1141 1866 1246 1866 1867 2696 3144 2696 1867 2696 2578 2696 2578 2490 2578 2696 1867 1866 1867 1866 1246 1866 2167 1866 1246 1866 1867
1314 1737 1657 1737 1735 1314 1657 1735 1736 1314 1583 1731 1985 1071 1985 1584 1314 1736 1314 1735 1736 1737 1406 1736 1406 1822 1406 1658 1731 1736 1314 1583 1359 1736 1314 1584 1657 1583 1657 1314
2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708 2825 2708
2084 2104 2084 2104 1114 2058 1114 2104 876 65 266 152 88 905 266 152 291 501 265 194 445 444 390 303 698 701 698 571 697 471 31 1282 1766 1282 179 646 1895 779 1664 780
3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252 3310 2252
439 871 439 517 871 517 364 483 390 481 698 571 616 521 701 799 390 94 439 871 517 390 28 987 28 390 773 390 680 1005 1336 1831 1554 1553 1554 1831 1336 1831 1336 1586
2638 2320 2401 2320 2401 2320 2401 218 1489 876 2638 2509 3301 2509 3301 2509 2638 876 1724 218 732 534 862 1969 1129 862 1937 862 1969 862 1969 905 2081 665 32 686 2669 3191 2669 905
1959 1958 1959 1673 1959 1958 354 2580 354 2585 781 2585 2584 2672 2584 2586 2586 2584 2672 2584 2672 2584 2586 2586 2586 2586 2585 354 2259 354 2580 2579 2407 2579 2580 354 2407 2579 2580 2579
1423 2050 2006 2109 2110 2005 2006 2050 2006 2112 2050 1423 1542 2050 2006 2050 2112 2006 1422 1134 1422 1134 1422 1134 1422 1655 1422 2006 2005 2110 2006 1258 1706 1612 1706 1612 1263 1612 1706 1224
2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179 2200 2179
233 292 233 292 233 292 233 390 82 658 390 317 291 3130 291 152 88 780 471 2221 3115 2745 2665 31 2812 2539 2185 2539 3042 2539 2185 2539 2185 2539 3042 2539 2812 31 2665 2745
3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010 3011 3010
2983 2984 2985 2454 2984 2985 2986 2983 2986 2985 2986 2985 2454 2983 2454 2983 2986 2983 2984 2985 2986 2983 2986 2985 2986 2985 2984 2985 2986 2985 676 2985 2986 2983 2986 2983 2454 2985 676 388
398 820 398 820 9 158 568 158 568 158 970 824 970 158 583 158 970 824 970 158 970 933 970 824 970 933 247 933 970 9 559 9 260 9 820 398 820 9 158 9
659 980 848 846 287 692 2651 692 287 692 287 337 287 846 604 59 18 847 40 847 202 933 202 584 386 932 869 932 869 343 1804 1334 1804 1334 1699 1334 1804 1334 1699 1804
1809 1974 1977 1974 1977 1637 2083 1328 2083 1328 2083 1160 1160 2083 1328 2083 1328 2083 2082 2083 1637 1977 2026 1093 2027 1065 1093 1065 2027 1093 1065 2027 1065 1093 2026 1977 1974 1809 1974 1977
3255 1521 3255 2361 460 154 291 152 566 152 573 179 1075 1169 1075 1073 1075 1220 1387 1169 1075 1220 1387 1169 1075 1169 1075 471 2221 3115 2221 2513 2221 3115 2745 464 2745 2665 2745 3115
1840 1101 1441 1101 2132 1101 1441 1101 2171 2172 2171 1101 1840 1101 1609 1842 1609 1842 1139 1716 1145 1139 1716 1717 1729 1717 1716 1716 1716 1145 1716 1716 1082 1716 1139 1145 1716 1716 1139 1716
1815 1992 1815 1691 1992 1691 1815 1992 1815 1691 1992 1815 1992 1815 1691 1993 1691 1993 1691 1815 1992 1815 1992 1815 1691 1992 1691 1993 1691 1992 1691 1992 1815 1992 1691 1993 1691 1992 1691 1992
991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74 991 74
843 847 307 847 712 935 979 237 979 743 979 731 166 731 979 743 495 19 495 208 659 241 410 570 410 975 410 570 410 570 492 631 979 731 979 237 979 935 657 935
1461 1648 1243 1648 1243 628 753 628 1461 1648 1461 2004 1571 2006 1258 2006 2112 1966 2112 1193 2112 2110 2112 1332 2050 1332 2112 1966 2112 1193 1857 1966 2112 1332 2005 1461 1158 1214 1708 818
2142 2143 1913 2143 1913 2143 2142 2144 2142 2144 2142 2143 2142 2144 2142 2143 1913 2143 2142 2143 2142 2143 2142 2143 2142 2144 2142 2144 2142 2144 2142 2144 2142 2144 2142 2144 2142 2143 1913 2143
1441 1101 2170 1101 1864 1095 1864 1123 1864 1095 1864 1095 1864 1552 1864 1123 1060 1123 1060 1123 1060 1123 1060 1123 1864 1095 1864 1095 1864 1095 1864 1552 1864 1101 1864 1123 1864 1101 2132 1101
16 145 472 145 822 767 467 767 822 879 822 767 467 389 636 389 579 388 676 388 676 2985 2454 2984 2985 2454 2984 2983 2984 2985 2984 2983 2986 2983 2454 2984 2983 2454 2985 2986
1710 1172 429 1172 429 732 876 65 992 65 992 725 876 1489 1863 1489 1863 1336 1586 1587 1197 1587 1586 1587 1586 1005 1336 1586 1587 1586 1005 481 483 481 318 597 483 244 547 573
994 752 996 752 996 994 752 994 990 989 990 994 643 271 612 569 612 569 682 239 704 855 1675 1216 1848 1205 1848 1216 1413 1216 1413 1240 1413 1240 1675 855 1675 855 733 855
